number,type,title,author,author_type,author_association,state,created_at,closed_at,updated_at,age_hours_to_close,closed_within_10m,comments,labels,html_url,first_close_actor,first_close_at,first_close_seconds_after_create,auto_closed_by_github_actions_within_10m,first_reopen_after_first_close_actor,first_reopen_after_first_close_at,reopened_after_auto_close,first_close_after_reopen_actor,first_close_after_reopen_at,reclosed_after_auto_reopen,state_event_sequence,accepted_by_reopen_or_main_reference,acted_on_by_main_reference,acted_on_without_reopen,main_commit_refs,merged_pr_refs,acceptance_sources
2204,issue,"OpenRouter ""Provider returned error"" not retried, aborts session",elecnix,User,NONE,closed,2026-03-15T22:36:55Z,2026-03-15T22:37:04Z,2026-03-15T22:37:04Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/2204,github-actions[bot],2026-03-15T22:37:04Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-03-15T22:37:04Z,no,no,no,,,
2206,issue,Messages lost and race conditions (most common during compaction,colelawrence,User,NONE,closed,2026-03-15T23:50:27Z,2026-03-15T23:50:36Z,2026-03-15T23:51:45Z,0.003,yes,1,bug,https://github.com/earendil-works/pi/issues/2206,github-actions[bot],2026-03-15T23:50:36Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-03-15T23:50:36Z,no,no,no,,,
2207,issue,fix: add optional chaining for model.input in convertMessages to prevent crash,KJyang-0114,User,NONE,closed,2026-03-15T23:56:39Z,2026-03-15T23:56:47Z,2026-03-15T23:56:47Z,0.002,yes,1,,https://github.com/earendil-works/pi/issues/2207,github-actions[bot],2026-03-15T23:56:47Z,8,yes,,,no,,,no,closed:github-actions[bot]:2026-03-15T23:56:47Z,no,no,no,,,
2208,issue,Bug: estimateTokens crashes on assistant messages with non-array content (cmux browser),jinbe,User,NONE,closed,2026-03-16T00:13:00Z,2026-03-16T00:13:09Z,2026-03-16T00:13:09Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/2208,github-actions[bot],2026-03-16T00:13:09Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T00:13:09Z,no,no,no,,,
2209,issue,fix: google-antigravity claude-opus-4-6-thinking and claude-sonnet-4-6 contextWindow should be 1M,ddpie,User,NONE,closed,2026-03-16T00:19:55Z,2026-03-16T00:20:03Z,2026-03-24T00:03:06Z,0.002,yes,3,possibly-openclaw-clanker,https://github.com/earendil-works/pi/issues/2209,github-actions[bot],2026-03-16T00:20:04Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T00:20:04Z,no,no,no,,,
2210,issue,fix: add optional chaining for model.input in convertMessages,KJyang-0114,User,NONE,closed,2026-03-16T01:09:34Z,2026-03-16T01:09:43Z,2026-03-16T01:09:43Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/2210,github-actions[bot],2026-03-16T01:09:43Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T01:09:43Z,no,no,no,,,
2216,issue,Only ctrl-J works for new line in Chromebooks Linux mode. shift-enter does not,anilgulecha,User,NONE,closed,2026-03-16T02:53:30Z,2026-03-16T02:53:41Z,2026-03-17T07:46:05Z,0.003,yes,2,bug,https://github.com/earendil-works/pi/issues/2216,github-actions[bot],2026-03-16T02:53:41Z,11,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T02:53:41Z,no,no,no,,,
2217,issue,fix: reload theme from disk instead of cache on file change,KJyang-0114,User,NONE,closed,2026-03-16T03:49:27Z,2026-03-16T03:49:36Z,2026-03-16T03:49:36Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/2217,github-actions[bot],2026-03-16T03:49:36Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T03:49:36Z,no,no,no,,,
2218,issue,"Title: Treat finish_reason ""end"" as ""stop"" for OpenAI-compatible providers",Yanzzp999,User,NONE,closed,2026-03-16T03:53:40Z,2026-03-16T03:53:49Z,2026-03-16T03:53:49Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/2218,github-actions[bot],2026-03-16T03:53:49Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T03:53:49Z,no,no,no,,,
2219,issue,fix: reload theme from disk instead of cache on file change,KJyang-0114,User,NONE,closed,2026-03-16T04:08:31Z,2026-03-16T04:08:41Z,2026-03-16T04:08:41Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/2219,github-actions[bot],2026-03-16T04:08:41Z,10,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T04:08:41Z,no,no,no,,,
2220,issue,google-vertex provider: ADC broken when options.apiKey receives a non-key truthy string (0.58.0 regression),jenkinv,User,NONE,closed,2026-03-16T04:39:52Z,2026-03-16T04:40:00Z,2026-03-16T04:40:00Z,0.002,yes,1,,https://github.com/earendil-works/pi/issues/2220,github-actions[bot],2026-03-16T04:40:00Z,8,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T04:40:00Z,no,no,no,,,
2221,issue,fix: reload theme from disk instead of cache on file change,KJyang-0114,User,NONE,closed,2026-03-16T05:09:13Z,2026-03-16T05:09:21Z,2026-03-16T05:09:21Z,0.002,yes,1,,https://github.com/earendil-works/pi/issues/2221,github-actions[bot],2026-03-16T05:09:21Z,8,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T05:09:21Z,no,no,no,,,
2222,issue,"fix: theme hot reload, model.input optional chaining, model selector improvements",KJyang-0114,User,NONE,closed,2026-03-16T05:50:20Z,2026-03-16T05:50:31Z,2026-03-16T05:50:31Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/2222,github-actions[bot],2026-03-16T05:50:31Z,11,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T05:50:31Z,no,no,no,,,
2223,issue,feat(tui): ghost text / inline suggestion API for Editor,conarti,User,NONE,closed,2026-03-16T07:11:29Z,2026-03-16T07:11:38Z,2026-03-16T07:11:38Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/2223,github-actions[bot],2026-03-16T07:11:38Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T07:11:38Z,no,no,no,,,
2225,issue,pasting large input passes queue by queue,junaid-ali-ruk,User,NONE,closed,2026-03-16T07:31:00Z,2026-03-16T07:31:08Z,2026-03-16T07:31:08Z,0.002,yes,1,bug,https://github.com/earendil-works/pi/issues/2225,github-actions[bot],2026-03-16T07:31:08Z,8,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T07:31:08Z,no,no,no,,,
2226,issue,pi-agent-core weakens non-abort run-loop errors into empty assistant turns instead of rethrowing,ProgramCaiCai,User,NONE,closed,2026-03-16T07:37:28Z,2026-03-16T07:37:38Z,2026-03-24T00:50:50Z,0.003,yes,2,possibly-openclaw-clanker,https://github.com/earendil-works/pi/issues/2226,github-actions[bot],2026-03-16T07:37:38Z,10,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T07:37:38Z,no,no,no,,,
2227,issue,coding-agent: avoid command injection when opening OAuth URL,lynnzc,User,NONE,closed,2026-03-16T08:03:58Z,2026-03-16T08:04:07Z,2026-03-24T00:48:51Z,0.003,yes,1,possibly-openclaw-clanker,https://github.com/earendil-works/pi/issues/2227,github-actions[bot],2026-03-16T08:04:07Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T08:04:07Z,no,no,no,,,
2229,issue,Kitty numpad keys emit PUA characters instead of ASCII digits,miguelcalderon,User,NONE,closed,2026-03-16T08:52:29Z,2026-03-16T08:52:39Z,2026-03-16T08:52:39Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/2229,github-actions[bot],2026-03-16T08:52:39Z,10,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T08:52:39Z,no,no,no,,,
2230,issue,Tests should be keybinding-agnostic,yhslai,User,NONE,closed,2026-03-16T08:58:23Z,2026-03-16T08:58:32Z,2026-03-16T08:58:32Z,0.003,yes,1,bug,https://github.com/earendil-works/pi/issues/2230,github-actions[bot],2026-03-16T08:58:32Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T08:58:32Z,no,no,no,,,
2231,issue,TypeError: this.result.content?.filter is not a function in cmux_browser tool,jinbe,User,NONE,closed,2026-03-16T10:12:05Z,2026-03-16T10:12:14Z,2026-03-16T10:12:14Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/2231,github-actions[bot],2026-03-16T10:12:14Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T10:12:14Z,no,no,no,,,
2232,issue,Local model call has 300 second timeout from dependency,larsholm,User,NONE,closed,2026-03-16T11:41:53Z,2026-03-16T11:42:02Z,2026-03-16T11:42:02Z,0.003,yes,1,bug,https://github.com/earendil-works/pi/issues/2232,github-actions[bot],2026-03-16T11:42:02Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T11:42:02Z,no,no,no,,,
2233,issue,Export SCOPES from anthropic.ts OAuth module,skorokithakis,User,NONE,closed,2026-03-16T12:09:59Z,2026-03-16T12:10:07Z,2026-03-16T12:10:07Z,0.002,yes,1,bug,https://github.com/earendil-works/pi/issues/2233,github-actions[bot],2026-03-16T12:10:07Z,8,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T12:10:07Z,no,no,no,,,
2234,issue,Feature: add `--fork` CLI flag to `coding-agent` to fork an existing session,bolasblack,User,NONE,closed,2026-03-16T12:22:23Z,2026-03-16T12:22:32Z,2026-03-16T12:22:32Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/2234,github-actions[bot],2026-03-16T12:22:32Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T12:22:32Z,no,no,no,,,
2235,issue,"commandExists('fd') passes for fdclone, which hijacks terminal via /dev/tty",stevenmcsorley,User,NONE,closed,2026-03-16T12:26:15Z,2026-03-16T12:26:23Z,2026-04-30T03:04:33Z,0.002,yes,2,,https://github.com/earendil-works/pi/issues/2235,github-actions[bot],2026-03-16T12:26:23Z,8,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T12:26:23Z,no,no,no,,,
2237,issue,Update command suggests 'npm install -g' even when using Bun,HenkDz,User,NONE,closed,2026-03-16T15:07:09Z,2026-03-16T15:07:20Z,2026-03-18T23:45:33Z,0.003,yes,3,,https://github.com/earendil-works/pi/issues/2237,github-actions[bot],2026-03-16T15:07:20Z,11,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T15:07:20Z,no,no,no,,,
2239,issue,Add support for sessionDir in settings.json,smcllns,User,CONTRIBUTOR,closed,2026-03-16T17:42:58Z,2026-03-16T17:43:08Z,2026-03-16T17:43:08Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/2239,github-actions[bot],2026-03-16T17:43:08Z,10,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T17:43:08Z,no,no,no,,,
2240,issue,Support CLI Arg for Naming New Session,ecbrodie,User,NONE,closed,2026-03-16T17:47:49Z,2026-03-16T17:48:05Z,2026-03-16T17:48:05Z,0.004,yes,1,,https://github.com/earendil-works/pi/issues/2240,github-actions[bot],2026-03-16T17:48:05Z,16,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T17:48:05Z,no,no,no,,,
2242,issue,user-message.ts is missing `FTCS_COMMAND_EXECUTED`,colinta,User,NONE,closed,2026-03-16T17:58:22Z,2026-03-17T11:56:52Z,2026-03-17T11:56:52Z,17.975,no,1,bug,https://github.com/earendil-works/pi/issues/2242,github-actions[bot],2026-03-16T17:58:32Z,10,yes,badlogic,2026-03-17T06:39:35Z,yes,badlogic,2026-03-17T11:56:52Z,yes,closed:github-actions[bot]:2026-03-16T17:58:32Z|reopened:badlogic:2026-03-17T06:39:35Z|closed:badlogic:2026-03-17T11:56:52Z,yes,yes,no,42d6a5461f4599b185b1a39848c4673eb9056a9d@2026-03-17T12:56:44+01:00,,reopened:2026-03-17T06:39:35Z:badlogic|main_commit:42d6a5461f4599b185b1a39848c4673eb9056a9d:2026-03-17T12:56:44+01:00
2245,issue,Expose API response ID on AssistantMessage,rolandgvc,User,NONE,closed,2026-03-16T20:55:58Z,2026-03-17T16:11:43Z,2026-03-17T16:14:21Z,19.262,no,2,,https://github.com/earendil-works/pi/issues/2245,github-actions[bot],2026-03-16T20:56:08Z,10,yes,badlogic,2026-03-17T06:38:36Z,yes,badlogic,2026-03-17T16:11:44Z,yes,closed:github-actions[bot]:2026-03-16T20:56:08Z|reopened:badlogic:2026-03-17T06:38:36Z|closed:badlogic:2026-03-17T16:11:44Z,yes,yes,no,dd53eb56eed8842cb03754bcc14bf5569de64540@2026-03-17T17:11:38+01:00,,reopened:2026-03-17T06:38:36Z:badlogic|main_commit:dd53eb56eed8842cb03754bcc14bf5569de64540:2026-03-17T17:11:38+01:00
2246,issue,mom: reply in the user's mention thread instead of posting a new top-level message,tomaslau,User,NONE,closed,2026-03-16T21:00:34Z,2026-03-16T21:00:44Z,2026-03-16T21:00:44Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/2246,github-actions[bot],2026-03-16T21:00:44Z,10,yes,,,no,,,no,closed:github-actions[bot]:2026-03-16T21:00:44Z,no,no,no,,,
